Wisatawan Lokal,Review,Nama Tempat,labels
True,perjalanan yang asyik naik naik ke puncak goa gong bisa mengagumi ciptaan tuhan hanya pas turun dari bus disambut gojek yang mepet tuk dipake jasanya semoga makin baik pelayanan di goa gong maju terus pariwisata pacitan,Goa Gong Pacitan,SENANG
True,kudu nyiapin tenaga yg ekstra buat menyusuri gua gong,Goa Gong Pacitan,SENANG
False,bagian dalam goa sangat menakjubkan bila berkunjung waktu akhir pekan bersiaplah dengan pengunjung yang membludak jika anda tidak suka keramaian berkunjunglah di hari kerja,Goa Gong Pacitan,SENANG
True,goa yang sangat indah dan menawan wajib di kunjungi,Goa Gong Pacitan,SENANG
True,capek capek asik,Goa Gong Pacitan,SENANG
True,bagus pemandangannya sayangnya saya tidak berani foto dan sekalinya foto hasil cetaknya kurang memuaskan,Goa Gong Pacitan,SEDIH
True,goa paling indah di pacitan,Goa Gong Pacitan,SENANG
True,lokasi yang cukup menarik untuk didatangi fokus wisata terpusat hanya di dalam goa padahal area sekitarnya sangat berpotensi untuk objek wisata alternatif selain hanya melihat goa kurangnya kepraktisan dalam akomodasi dan pembayaran juga jadi nilai minus tidak ada trotoar atau pedestrian yang nyan untuk pejalan kaki di dalam goa sudah lumayan terang dengan pencahayaan yang baik dari lampu hias tapi di luar goa masih ada orang yang menyewakan senter yang mana cahaya senter tersebut malah mengganggu pencahayaan dari objek foto,Goa Gong Pacitan,TAKUT
True,beberapa kali kesini gak ada bosannya karena ada cerita di setiap sudutnya istana bawah tanah yang luar biasa,Goa Gong Pacitan,SENANG
True,hati kalo lagi musim hujan agak slippery beberapa tangga di dalam goa curam jalan menuju goa menanjak dan banyak anak tangga sebelum masuk lgsg disodorin senter itu nyewa ya harga kalo gamau gausa diterima pas disodorin ditawarin guide juga dari parkiran ke pintu masuk juga ditawarin ojek tapi dari parkiran ke pintu masuk ga jauh,Goa Gong Pacitan,TAKUT
True,gua nya indah,Goa Gong Pacitan,SENANG
True,tempatnya bagussangat bagus,Goa Gong Pacitan,SENANG
True,goa gong stalaktit sama stalakmit nya fresh masih hidup nyoba night mode s fe disana hasilnya sangat memuaskan hoho,Goa Gong Pacitan,SENANG
True,minim cahaya,Goa Gong Pacitan,SEDIH
True,waktu ke sana blowernya mati jadi gerah di dalamnya mnrtku lampu yg berubahubah warna agak lebay gak cocok utk orang tua karena cukup tinggi tangga menuju goanya,Goa Gong Pacitan,SEDIH
True,pilihan wisata di jatim selain pantai,Goa Gong Pacitan,SENANG
False,tempat wisata nya kaya goa pada umumnya banyak tangga jadi agak capek,Goa Gong Pacitan,SEDIH
True,bagusgua yg indah dengan formasi unikterdapat stalagmit dan stalagtif warna warni,Goa Gong Pacitan,SENANG
False,sayangnya guide melarang pake senter buat ngambil foto kek nya biar bisa bantu kang poto nya ckckck saran siy bawa byk temen jgn dihari rame perlu sewa senter n ga perlu pake kipas hehehe,Goa Gong Pacitan,SENANG
True,di dalam goa gelap dan panas di sarankan menyewa senter rb dan membeli kipas rb,Goa Gong Pacitan,SENANG
True,gua yg kerenmasyaa allah tp hati licin jalan naik turun,Goa Gong Pacitan,SEDIH
False,sempet kesetrum di pegangan tanggakaget bgt,Goa Gong Pacitan,SEDIH
True,sumpek pengaprame bgt,Goa Gong Pacitan,JIJIK
False,tempat yg bagus,Goa Gong Pacitan,SENANG
True,lampu listrik mati dan mungkin selama nya mati,Goa Gong Pacitan,SEDIH
True,not my things but this is freaking coollll im not took much photo though but this is really a big cave,Goa Gong Pacitan,SENANG
False,megahnya ciptaan tuhan yme,Goa Gong Pacitan,SENANG
True,bagus stalagtit stalagmit pakai lampu,Goa Gong Pacitan,SEDIH
True,goa yang fenomenal di kabupaten goa,Goa Gong Pacitan,SENANG
True,sumpek sulit nafas tapi goanya memang kereen,Goa Gong Pacitan,SEDIH
True,menakjubkan,Goa Gong Pacitan,SENANG
True,akses jalan sudah bagus fasilitas juga bagus ada ojek yang siap mengantar dari area parkir ke lokasi goa dengan hanya rupiah saja saran si berangkat bisa naik ojek karena jalannya menanjak meskipun jaraknya sebenarnya hanya dekat saja kalau pas pulang bisa jalan kaki karena jalan jd menurun dan tidak melelahkan tiba di depan goa langsung disambut oleh bpkibu yang menawarkan jasa tour guide penyewaan senter dan foto kilat goa nya mashaallah memang indah sekali di dalam stalaktit dan stalagmit nya bisa benarbenar memuaskan mata hatihati bagi yang punya asma karena memang namanya di dalam goa jadi oksigen juga terasa berkurangmeskipun sudah dibantu dengan banyak kipas angin,Goa Gong Pacitan,SENANG
True,hawane sejukharga terjangkau,Goa Gong Pacitan,SENANG
True,goanya dalam gongnya seperti tirai,Goa Gong Pacitan,JIJIK
False,fasilitas toilet dan mushola kotor dan berantakantiket masuk aja yang mahal tapi tidak di imbangi dengan fasilitasnya,Goa Gong Pacitan,MARAH
True,htm per dewasa anak² dari parkir bs ojek jalan kaki jg gak jauh sih utk sampai goa harus jalan kaki dan naik tangga tp gak jauh² amat di depan goa banyak yg nawarin sewa senter k dan k utk sewa guide stalaktit dan stalagmitpun bisa kita nikmati keindahannya dlm goa,Goa Gong Pacitan,SENANG
True,oke,Goa Gong Pacitan,SENANG
True,jarak dari parkiran menuju tiketnya lumayan jauh harus jalan kaki dan jalannya menanjak banget tapi kalau tidak mau jalan kaki ada ojek disana dengan tarif k kesini weekday jadi sepi banget hanya ada rombongan kita saja guanya bagus jalan didalamnya basah dan mesti hati hati karena beberapa titik memang licin didalam agak pengap meski sudah diberi pendingin kipas tapi masih keringetan kayak orang mandi bagus banget memang dan agak gelap bisa bawa senter atau bisa sewa senter k disediakan pemandu juga yang bisa menceritakan tentang gua gong dengan tarif k,Goa Gong Pacitan,SENANG
True,untuk wisata memang bagus sayang ada lampu warna warni jd mirip panggung dangdut terlepas dari lampu warna warni tsb guanya menakjubkan stalagtit stalagmitnya keren sangat,Goa Gong Pacitan,SENANG
True,goa yg indah pemandangannya,Goa Gong Pacitan,SENANG
True,exraeordinary landscape and beatiful natural view,Goa Gong Pacitan,SENANG
False,masuk rb tapi fasilitas jelek toilet dan mushola,Goa Gong Pacitan,SEDIH
False,fasilitas jelek toilet kotor blm jadi mushola takterurus,Goa Gong Pacitan,SEDIH
False,masuknya rb tapi fasilitas toilet dan mushola blm jadi terus kotor yang belum masuk mending jalan kaki aja jgn naik ojrk dikarenakan deket tolong untuk pengurus goa gong lebih diperhatikan lagi,Goa Gong Pacitan,MARAH
True,kesini karena memang rencana dari awal liburan pengen lihat stalaktit yang katanya seperti di china memang bukan personal yang suka sama perbatu dan goa tapi penasaran aja untuk tempatnya bagus kok dan emang menajubkan sayangnya waktu datang sedang matu listrik jadi banyak lampu yang buat nunjukkan jalan dan batu nya mati dan pengap karena kipasnya juga mati sedikit oerlu perjuangan untuk bisa masuk ke pintu goa jalannya lumayan dengan tangga untuk pelayannya dari baru datang di tempat parkir mobil udah dikerubungi dipinggir mobil pas sama ojek dan itu banyak banget jadi membuat risih sih dan bingung untuk pelayanan di tiket masuk ramah kok dan untuk harga tiket rborg belum lagi ketika masuk ke dalam goa nya ada banyak orang yang menawarkan untuk menyewakan lampu buat jalan sekitar rb ditambah untuk tour guide akhirnya membayar rb untuk lampu biji dan tour giude dan di dalam goa ada photografer dan fotonya akan dicetak lupa untuk harganya berapa yang pasti hanya foto setelah keluar pintu goa akan ditemukan pedagang oleh khas dan untuk harganya murah sih kaya makanan ringan tahu tuna baju kaos akik gelang dll mungkin memang ditujukan untuk umkm disana jadi keluarnya juga muteri dagangan orang,Goa Gong Pacitan,TAKUT
True,bagus alami recommended pokoke,Goa Gong Pacitan,SENANG
False,tempat bagus tapi becek rip sepatu putihku wkwk lasung jadi coklat dan ya gerah walau ada kipas besar tetep aja ga kerasa,Goa Gong Pacitan,SEDIH
True,ketika lagi sepi pengunjung serasa puas menikmati wisata alam yg alhamdulillah tabarokalloh bagus sekali,Goa Gong Pacitan,SENANG
True,goa yang cukup menarik dengan pemandangan stalaktit stalakmit yang memukau ditunjang dengan akses jalan yang sangat mudah saya pikir goa ini sangat layak untuk dijadikan tempat wisata alam,Goa Gong Pacitan,SENANG
True,menakjubkan baru pertama kali bener masuk goa se dalam itu,Goa Gong Pacitan,JIJIK
True,tetap menawan dan gak ada bosannya meski sdh beberapa kali kesini,Goa Gong Pacitan,SENANG
False,mantap,Goa Gong Pacitan,SENANG
True,sangat luar biasa batu keluar air,Goa Gong Pacitan,JIJIK
True,pas masuk amazing bangett lihat dalemnya tapi ga berani turun agak merinding lihat curam gituu,Goa Gong Pacitan,TAKUT
True,awal masuk mrinding banget cuy bikin penasaran eh sampek ujung ruang alhamdulillah ketemu sama batu gongnya juga emang obatnya penasaran tuh perlu bukti cuy,Goa Gong Pacitan,TAKUT
True,gua yang sangat indah dan luar biasa,Goa Gong Pacitan,SENANG
True,akes dgn kendaraan mudah parkir luas ada di seberang jalan warung suvenir warung makan masjid toilet ada lebih baik berkunjung saat weekday krn sepi lebih bisa menikmati suasana dlm goa sewa guide rp sewa senter rp dan ada jasa foto rp per frame cetakfile,Goa Gong Pacitan,SENANG
True,salah satu tempat destinasi wisata di kota pacitan berupa goa yg kaya akan stalaktit,Goa Gong Pacitan,SENANG
True,tempat bagus untuk rekreasi keluarga,Goa Gong Pacitan,SENANG
True,goa tercantik di pacitan,Goa Gong Pacitan,SENANG
True,bagus sih kalo mau masuk goa harus beneran sehat biar kuat keliling,Goa Gong Pacitan,JIJIK
True,semakin tahun semakin tertata kawasan ini untuk naik dari tempat parkir kalo mau tidak kecapekan bisa naik ojek dengan membayar ribu rupiah aja walau sebenarnya jaraknya nggak begitu jauh tetapi lumayan menanjak jadi hemat energi bisa untuk menyusuri dalam goa sayang ketika kita mau turun ke tempat parkir tidak dibolehkan naik ojek lagi setelah keluar dari goa kita akan diajak melewati deretan pedagang penjual cindera mata yg rata menjual perhiasan dari batu akik aneka kaos cemilan dan jajanan khas kota pacitan tahu tuna menjadi alternatif wisata yang menyenangkan dan edukatif dengan melihat bebatuan stalaktit dan stalakmitnya,Goa Gong Pacitan,SENANG
True,sbenare bagus cma kya kurng terawat dg baiksaat masuk goa haruse dibatasi gantian bbrp org biar gak sesak dn berdesakan bisa di perbnyak taman d halaman sblm msuk naik k goa dberi sangkar utk plihara burung dsb trims,Goa Gong Pacitan,SENANG
True,beli oleholehnya sangat murah sekaliiii buat saya yg dari bojonegoro nyesel cuma beli sedikit kualitas juga oke,Goa Gong Pacitan,SENANG
True,cantik rame,Goa Gong Pacitan,SENANG
True,cuapekkk pol tapi seru harus lebih extra hati² sekaliii karena licin banget harus bawa senter atau alat penerangan yg sangat terang karena remang² lebih baik pakek sepatu kesana acara outing kerja jadi ga antree,Goa Gong Pacitan,SENANG
True,fasilitas sudah cukup bagus,Goa Gong Pacitan,SENANG
False,baguss,Goa Gong Pacitan,SENANG
True,good place,Goa Gong Pacitan,SENANG
True,kalau berkunjung ke pacitan jangan ragu untuk mampir ke gua gong yaa teman teman walau tujuan kalian ke pantaipasti menyenangkan bisa mampir ke gua gong yang sangat indah ini,Goa Gong Pacitan,SENANG
True,tempat parkir sering terendam air kalau musim hujan,Goa Gong Pacitan,SEDIH
True,sudah baik didalam goa sdh tidak gerah dan lebih tertata,Goa Gong Pacitan,SENANG
True,keren banget warna warni lampunyakami pakai guide lokal yg sudah ada di dalam goa lumayan bisa buat bantu foto foto sangat baik dan ramah,Goa Gong Pacitan,SENANG
True,magnificent art of god,Goa Gong Pacitan,CINTA
True,rombongan kami bis wisata ke gua gong sebenarnya sangat menarik untuk masuk ke dalam gua tapi karena banyaknya pengunjung dan jalan masuk sempit gelap dan licin kami hanya setengah jalan lalu keluar lagi mungkin kalau weekdays agak sepi,Goa Gong Pacitan,SENANG
True,pemandangan di dalam goa bagus sebenernya hawanya adem tapi karena banyak orang yang masuk dan antri saat memasuki goa jadi panas tapi gak panas panas banget kok,Goa Gong Pacitan,SENANG
True,salah satu tempat wisata di pacitan tempat nya masih alami,Goa Gong Pacitan,SENANG
False,gua gong namanya diambil dari salah satu stalakmit ddalam bagian depan saat setelah masuk bila dipukul kencang pakai tangan berbunyi gooong panorama kharts dengan stalaktit sralakmit yang sangat indah masya alloh tabarakalloh,Goa Gong Pacitan,SENANG
False,goa yang menyuguhkan keindahan alam yang menakjubkan dan eksotis saran berkunjung ke sini enaknya di waktu hari kerja sehingga anda bisa maksimal menikmati keindahan goa gong ini,Goa Gong Pacitan,SENANG
False,josd,Goa Gong Pacitan,SENANG
True,istimewaaaa,Goa Gong Pacitan,SENANG
True,tempat bersih dan tertata rapi,Goa Gong Pacitan,SENANG
False,bagus sekali,Goa Gong Pacitan,SENANG
True,alam yang eksotis,Goa Gong Pacitan,SENANG
True,goa alam yang sangat memukau,Goa Gong Pacitan,SENANG
True,aduhhh jalan nya naik turun sampek nafas kayak mw abistp seru aslinya sichad yg nge fotoin tp file ya gak boleh diambil,Goa Gong Pacitan,SEDIH
True,goanya keren,Goa Gong Pacitan,SENANG
True,bagus,Goa Gong Pacitan,SENANG
True,salah satu keajaiban dunia yx wajib di kunjungi,Goa Gong Pacitan,SENANG
True,cantik sekalistalaktit dan stalakmit menakjubkan,Goa Gong Pacitan,SENANG
False,mantap,Goa Gong Pacitan,SENANG
True,salah satu wisata wajib dikunjungi saat datang ke pacitan,Goa Gong Pacitan,SENANG
False,setelah masuk gua menit listrik padam jadi gelap dan pengap sekali,Goa Gong Pacitan,SEDIH
True,tempat bagus yg jual oleh² jg banyak,Goa Gong Pacitan,SENANG
True,pelayanan ramah dan baik,Goa Gong Pacitan,SENANG
True,lokasi bagus,Goa Gong Pacitan,SENANG
True,tempatnya bagus cuman extra hati untuk di area tangga,Goa Gong Pacitan,SENANG
True,tempatnya sejuk serta tempatnya masih alami dan jangan lupa oleh²nya juga murah serta pelayanan ramahmonggo diampiri,Goa Gong Pacitan,MARAH
True,syuumuukkkkemruyuuukkklicin,Goa Gong Pacitan,SENANG
True,serem tapi seru,Goa Gong Pacitan,TAKUT
True,nuansa alam dengan keindahan menyegarkan mata penduduk dan petugas yang ramah piknik yuk goa gong pacitan,Goa Gong Pacitan,SENANG
True,wisata alami,Goa Gong Pacitan,SENANG
False,lampunya sudah berkurang,Goa Gong Pacitan,SEDIH
True,ini keren sih di pacitan punya goa yg luar biasa indah dan diakui serta dilindungi unesco awal masuk sih kaya biasa aja ahh paling goa pendek atau dangkal tapi saya dibuat tercengang beberapa saat karena melihat stalaknit yang terbentuk dengan indah dan besar² saya kasih nilai untuk objek wisata alam ini,Goa Gong Pacitan,SENANG
True,tempat yg cocok untuk belajar sejarah dan geografi dan melatih fisik karena harus nanjak dulu sebelum masuk area goa,Goa Gong Pacitan,SENANG
True,goanya butuh perhatian lebih karena udah banyak stalagtit dan stalagmit yg rusak sepengetahuan saya manusia paling berpengaruh dalam kerusakan dengan megang² stalag goa padahal harusnya gaboleh dipegang semoga ini jadi masukan buat pengelola agar memperhitungkan dampak jangka panjangnya,Goa Gong Pacitan,MARAH
True,wisata alam yg sangat bagus sekali benar menakjubkan,Goa Gong Pacitan,SENANG
True,tempatnya bagus akan lebih bagus kalau penerangannya sitambah lagi,Goa Gong Pacitan,SENANG
True,good,Goa Gong Pacitan,SENANG
True,mantep,Goa Gong Pacitan,SENANG
False,bagus tp tempatnya becek,Goa Gong Pacitan,SEDIH
True,wow gua terindah yang pernah ada,Goa Gong Pacitan,CINTA
True,kekayaan alam yg luar biasa kalo mau foto gak usah pake fotografer lokalhasilnya pakai hp lebih bagus,Goa Gong Pacitan,SENANG
True,wisata goa alam yg indah sedikit disayangkan perihal parkiran bus kurnang memadai,Goa Gong Pacitan,SEDIH
False,temoat bagus tpi mohon di beri tambahan penerangan di dalam goa karna dengan minim cahaya takut terjatuh,Goa Gong Pacitan,TAKUT
False,goanya bagus tepi turun dari ojek tdk bisa didlm lokasi,Goa Gong Pacitan,SEDIH
True,baguus bgt dalamnya tp buyuuh tenagaa ekstraa untuk menikmatinya dan oleh oleh didaerah goa gong lebih terjangkau harganya drpd ditempat lain,Goa Gong Pacitan,SENANG
True,bagus sekali kalau kipas di dalam menyala,Goa Gong Pacitan,JIJIK
True,sejukademmenakjubkan,Goa Gong Pacitan,SENANG
True,salah satu destinasi wisata goa yang wajib dikunjungi kalo ke jawa timur bener terawat dan fasilitas umum cukup lengkap juga tersedia beberapa penjual oleh di sekitar goa dengan harga yang murah ya meskipun jarak dari parkiran ke goa cukup jauh dan menanjak tapi bisa juga diakses naik gojek denga harga rb cukup worth it pokoknya,Goa Gong Pacitan,SENANG
True,bagus keren cma kesel jalan kaki tpi jika anda mles jalan ada ojek dengan tarif k sekali berangkat,Goa Gong Pacitan,MARAH
True,masuk goa banyak terlihat skalatit dan skalakmit,Goa Gong Pacitan,TAKUT
True,goa nya cantik pedagang oleh oleh tertata dengan rapiharga oleh oleh sangat murah dan terjangkau bagi wisatawan yg ke pacitan jangan lewatkan lihat keindahan goa gong salam hormat untuk mas agus terimakasih atas bantuan dan sambutannya,Goa Gong Pacitan,SENANG
False,lumayan kalau pas gak ramai pengunjung,Goa Gong Pacitan,SENANG
True,bagus,Goa Gong Pacitan,SENANG
True,kereeeenexotic n epikkk bgt,Goa Gong Pacitan,SENANG
False,menyenangkan tempat bersih memuaskan,Goa Gong Pacitan,SENANG
True,sangat mengagumkanbegitu besar ciptaan sang kuasa,Goa Gong Pacitan,CINTA
True,kelihatannya sangat bagus dan menarik untuk dikunjungi salah satu tepat wisata di daerah pacitan jawa timur,Goa Gong Pacitan,SENANG
False,menarik,Goa Gong Pacitan,SENANG
True,tiket masuk motor orang toilet umum sangat kotor dan tidak terawat disarankan menggunakan jasa guide apalagi saat sepi karena di dalam gelap guiede memberikan informasi sejarah dan membantu memfotokan pengunjungmemberi kesan menyenangkan dan edukasi jasa guide sewa senter jalan keluar banyak penjual oleh dan bisa ditawar,Goa Gong Pacitan,TAKUT
True,one of best cave fantastic amd big good experience to visit,Goa Gong Pacitan,SENANG
True,di luar sejuk d dalam gerah,Goa Gong Pacitan,SEDIH
True,mbakone enak,Goa Gong Pacitan,SENANG
True,alurnya melelahkan untuk hari libur seperti sabtu dan minggu boleh pake jalur itu tapi untuk hari kerja atau hari bisa jalur tempuh nya bisa di alihkan yg lebih cepat,Goa Gong Pacitan,SEDIH
False,goa yg indah semakin cantik di kasih lampu yang warna warni tidak begitu jauh dar jalan raya ke parkiran ke goanya juga,Goa Gong Pacitan,SENANG
True,bagus banget didalam gua ya sayang sarana toilet sangat menyedihkan,Goa Gong Pacitan,SEDIH
False,bagus tempatnyakl mo ke dalam siap keringetan krn suasana pengap,Goa Gong Pacitan,SEDIH
False,musholla kami warga dusun ketro rt rw,Goa Gong Pacitan,SENANG
True,baru kesampaian sekarang ke goa gong ini goa yang menakjubkan sepanjang kurang lebih an meter saran saya pakailah jasa local guide agar tahu sejarah dan detilnya rp rb dan juga sewa senter rp rb an di dalam ada lampu cuma sebagai penerangan yg sifatnya dekoratif itung bantu perekonomian warga lokal,Goa Gong Pacitan,SENANG
False,cukup menantang,Goa Gong Pacitan,SENANG
True,tiket dewasa fasilitas untuk wisatawan ok guide local ramahjajanan dan souvenir harga terjangkau lokasi bersih mantabbb,Goa Gong Pacitan,SENANG
True,masya allah ini salah satu goa terindah yg pernah saya kunjungi kalau wisata ke pacitan selain berkunjung ke pantai²nya yang bagus goa gong ini salah satu destinasi yang wajib dikunjungi salah satu goa stalaktit stalagmit terindah di asia tenggara kedalaman goa sekitar meter dengan aneka bebatuan indah di dalamnya kita bisa sewa lampu senter dan jasa pandu sebesar rb untuk membersamai kita dan menjelaskan informasi lengkap tentang goa ini selama di dalam gak akan nyesel pokoknya cuma area parkir dan lokasi goa cukup jauh hrs menempuh jalan kaki sekitar meteran dgn medan yg agak nanjak,Goa Gong Pacitan,SENANG
False,tempatnya bagus,Goa Gong Pacitan,SENANG
False,baik,Goa Gong Pacitan,SENANG
True,tempat panas atau sumuk karena di dalam tanah untung ada kipas besar tempat licin karena air jadi harus pegang pagar dan hati hati,Goa Gong Pacitan,TAKUT
True,gua eksotis dgn stalaktit dan stalakmit yg menakjubkan perlu kekuatan kaki utk menjelejahi rute naik turun dalam gua dibeberapa tpt masih perlu ditambah lampu kecil tpt sbg pemandu kaki berpijak agar pengunjung aman dan nyaman perlu edukasi bagi pengunjung agar tidak menyentuh ujung stalaktit dan stalakmit yg masih hidup agar tetap tumbuh indah bersama waktu bagi penggemar akik di sini terdapat pasar akik dan aneka hiasan berbahan dasar batu cantik dgn harga terjangkau tersedia juga oleh makanan tradisional khas pacitan yg sulit anda tempat lain,Goa Gong Pacitan,SENANG
True,bagus sekali,Goa Gong Pacitan,SENANG
True,di dalam gelap dan panas disarankan memakai sepatu ada jasa sewa senter dan poto langsung jadi,Goa Gong Pacitan,SENANG
True,bikin berkeringat kalau masuk jangan lupa bawa kipas ya gaes yaa keindahan stalagmit dan stalagtitnya gak perlu diragukan lagi,Goa Gong Pacitan,SENANG
False,pengalaman menyenangkn berkeringat di dlm goa gongperlu dibuat ventilasi,Goa Gong Pacitan,TAKUT
True,masuknya antri rame sekali saat hari libur tarif dewasa kanak k jasa ojek k ada juga jasa pemandu k senter kpayung k,Goa Gong Pacitan,SENANG
True,betul alam yg menakjubkan,Goa Gong Pacitan,SENANG
True,goa yg bener unik dengan goa yg panjang sekali dan dalambnyk batu yg unik,Goa Gong Pacitan,SENANG
False,sangat ramai menguras tenaga bgt,Goa Gong Pacitan,SENANG
True,cocok buat beli oleh sale pisang karena di sini pax sedangkan kalo di pusat oleh harganya,Goa Gong Pacitan,SENANG
True,gua yg begitu indah luas dan ramai pengunjungnyaterutama di hari libur,Goa Gong Pacitan,SENANG
False,takjub,Goa Gong Pacitan,SENANG
True,saya baru pertama kali ini wisata di goa gong guanya indah sekali dan dalam dijangkau dari jalan raya cukup dekat kendaraan roda dan bus ada lahan parkir yang luas di dekatnya tiket masuk rp keunikan dari ornamen goa gong pacitan yaitu ada satu stalagtit yang menggelantung lebar kalau dipukul pakai tangan akan menghasilkan bunyi seperti gong ornamen stalaktit dan stalakmit sangat indah dan megah gua yang sangat luas dan dalam ini diklaim sebagai gua terindah di asia tenggara jika berwisata ke jawa timur jadikanlah gua ini sebagai salah satu destinasi anda,Goa Gong Pacitan,SENANG
False,luar biasa keindahan goa gong pacitansangat indah stalaktit dan stalakmit menjulang tinggi,Goa Gong Pacitan,SENANG
True,eksotik dan mengagumkan,Goa Gong Pacitan,SENANG
True,untuk menuju ke lokasinya penjualan tiket kita perlu naik ojek terlebih dahulu karena lumayan jauh dr parkiran bis itu pun jalannya agak menanjak jd kalo jalan kaki lumayan capek trus untuk masuk ke area goanya kita juga hrs jalan kaki sejauh kurang lebih m dg menyusuri anak tangga untuk naik kelokasi goanya dan setelah smpai dipintu masuk goa kita harus mempersiapkan lampu senter juga kipas karna didalam goa pastinya agak gelap dan engap saking banyaknya pengunjung yg masuk,Goa Gong Pacitan,TAKUT
True,kebetulan tdk begitu suka wisata gua,Goa Gong Pacitan,SEDIH
True,hati di dalam curam bgt dan batu annya licindi sediakan tourguidekipas dan senter tp semua nya tidak termasuk tiket masukbatu didalam nya sangat menakjubkan,Goa Gong Pacitan,SENANG
True,indah dan mengesankan mengunjungi gua ini rasa cape utk menempuh gua terbaysr lunas dgn pemandangan indah dan cantikny gua gong,Goa Gong Pacitan,SENANG
False,anuuu,Goa Gong Pacitan,CINTA
True,menyejukkan dan memberikan kenyamanan suasana hati,Goa Gong Pacitan,SENANG
True,wisata alam cocok buat edukasi anak harga tiket masuk ribu per orang parkir kendaraan roda ribu per unit dari parkiran ke lokasi pintu masuk ada ojek jalan kaki lebih kurang meter,Goa Gong Pacitan,SENANG
True,pemandangan di dalam gua sangat bagus,Goa Gong Pacitan,SENANG
True,goa gong adalah goa terbaik di asia tenggara dan masuk dlmunescodi dalam gua ada tangga tangga dari besi turun kebawah sampai kurang lebih mtr di dalamnya terdapat sendang kolam kecil berisi air dari tetesan stalaktit ada sendang utkcuci muka dan mitosnya bikin awet muda ada juga salah satu sendang ygdi percaya buang sial dengan melemparkan koin ke dalam sendang tsb ada baiknya ketika berkunjung disarankan menggunakan guide dgbayar ribu krnkedalamnya sangat gelap guide juga akan menceritakan sejarah keadaan goa gong tersebut pengunjung juga di sarankan menyewa baterai dgbayar rb di dalam goa terdapat banyak stalaktit yang indahindahsayang sekali klutempat wisata ini tidak di kunjungi,Goa Gong Pacitan,TAKUT
True,nan,Goa Gong Pacitan,SEDIH
False,tempat rekreasi paling alami,Goa Gong Pacitan,SENANG
False,didalam guanya tempatnya bagus bikin qt terpukau tapi sayang jalan menuju guanya perlu semangat dengan melewati banyaknya anak tangga bikin kaki cukup lelah,Goa Gong Pacitan,SEDIH
True,epic place amazing and beautiful stalagmites and stalactites,Goa Gong Pacitan,SENANG
True,salah satu destinasi yg wajib dikunjungi kalao ke pacitan,Goa Gong Pacitan,SENANG
True,tempatnya gelap sudah ada blower untuk mendinginkan udara didalam goa,Goa Gong Pacitan,JIJIK
True,keren,Goa Gong Pacitan,SENANG
True,luar biasa tiada yg lebih bagus,Goa Gong Pacitan,SENANG
True,yg sedang berakhir pekan di pantai klayar tetep hati air laut sedang pasang,Goa Gong Pacitan,SEDIH
True,nice place,Goa Gong Pacitan,SENANG
True,di dalam goa agak gelap butuh senter untuk penerangan jalan karena agak licin jalannya,Goa Gong Pacitan,TAKUT
True,exotic,Goa Gong Pacitan,JIJIK
True,pengab di dalam goa namanya juga goa buat foto bagus karena sdh di tambah lampu,Goa Gong Pacitan,SENANG
False,goa terbaik yang pernah saya kunjungi,Goa Gong Pacitan,SENANG
True,bagus eksotiswalau berkali kesinitetep tdk bosen,Goa Gong Pacitan,SENANG
False,mantaaaaaab sesuai dngn yg saya inginkan,Goa Gong Pacitan,SENANG
True,akses dari parkiran ke pintu masuk goa gong nya lumayan jauh dan menanjak jadi harus siap dan kuat untuk jalan ada jasa ojek motor kok harganya rb permotor didalam goa sedikit pengap tp tetap dibeberapa titik disediakan blower dari kesemua nya tetap kok gua gong its the best cantik dan indah bgt subhanallah,Goa Gong Pacitan,SENANG
True,tempat parkir agak jauh dari goatapi bisa sewa ojek bagian dalam bagus dan sudah ada jalurnya gelap tapi bisa sewa senter dan panas tapi bisa beli kipas,Goa Gong Pacitan,SENANG
True,suasana didalam amazing,Goa Gong Pacitan,SENANG
True,goa terbaik dipacitan jawa timur,Goa Gong Pacitan,SENANG
True,masya allah maha besar allah sang pencipta alam,Goa Gong Pacitan,SENANG
True,keren,Goa Gong Pacitan,SENANG
True,bersyukur bisa melihat keindahan dan keajaiban alam ciptaan tuhan,Goa Gong Pacitan,SENANG
False,pacitan keren bener goa yg unik dengan stalagtit stalagmity,Goa Gong Pacitan,SENANG
True,goa nya luas dan indah menakjubkan cuma parkir agak lumayan jauh bagi yang malas jalan naik ojek rupiah tiket masuk orang,Goa Gong Pacitan,SENANG
True,gorengan disini harganya sangat minimal tapi dengan rasanya yang maksimal recommend pokoknya dan buah pisangnya bagus² kualitasnya murah lagi tapi untuk masuk ke dalam gua saya tidak recomend karena didalam gelap dan lembab jika phobia gelap mending ga usah masuk cukup dengan tetap menikmati jajanan dan oleholeh khas sini saja,Goa Gong Pacitan,SENANG
True,tempatnya bagus sebaiknya kesana bukan di hari libur karena akan rameee banget berdesakan dan terburu di dalam gua lebih baik pas hari kerja saja dan sebaiknya menggunakan jasa pemandu supaya bisa sambil dijelaskan,Goa Gong Pacitan,TAKUT
True,subhanallah kebesaran allah,Goa Gong Pacitan,SENANG
True,guanya cukup dalam dan menurun tp aman dan asyik stalaktit stalakmitnya dgn pendaran cahaya lampu aneka warna menambah eksotis,Goa Gong Pacitan,SENANG
True,nan,Goa Gong Pacitan,SEDIH
